transaction_id,customer_name,email,total_amount,product_name,price,total_sold,revenue_generated,payment_method,transaction_date,store_location,category,discount_applied,delivery_status,customer_rating,return_requested,customer_segment,coupon_used,profit
TXN-2515,Nicole Thornton,nelsonchristopher@gmail.com,2100.04,Wireless Mouse,520.07,4,2080.28,Cash,12-08-2024 19:42,,Electronics,25,,4,No,Regular,No,0
TXN-2516,Trevor Robinson,danielglover@gmail.com,491.27,Hair Serum,456.3,,456.3,PayPal,07-10-2025 15:02,Mumbai,Beauty,15,Cancelled,3,Yes,Premium,No,456.3
TXN-2517,Jonathan Lloyd,matthewwebb@collins.com,1176.24,Bluetooth Speaker,277.93,4,1111.72,Debit Card,28-07-2025 18:39,Hyderabad,Electronics,10,Delivered,3,No,New,No,0
TXN-2518,Ms. Wendy Harris,hhughes@smith.org,276.7,Wireless Mouse,224.48,1,224.48,Debit Card,05-09-2025 09:49,Kolkata,Electronics,,Cancelled,2,No,New,Yes,0
TXN-2519,John Williams,lanelarry@gmail.com,384.52,LED Lamp,305.63,1,305.63,Credit Card,04-07-2024 10:32,Jaipur,Furniture,0,,5,Yes,Premium,No,0
TXN-2520,Dustin Patel,nelsoneric@gmail.com,2977.63,Pasta Pack,588.63,5,2943.15,UPI,10-11-2023 01:17,Bangalore,Groceries,5,Pending,2,No,Regular,No,0
TXN-2521,Kristin Garcia,joseph49@gmail.com,2885.05,Handbag,573.81,5,2869.05,UPI,10-03-2024 05:41,Mumbai,Accessories,5,Cancelled,4,Yes,Regular,No,0
TXN-2522,Louis Morgan,andersonthomas@hotmail.com,658.86,Router,598.99,1,598.99,UPI,07-12-2023 09:27,Pune,Electronics,25,Pending,2,No,New,No,0
TXN-2523,Anthony Simmons,tjensen@roth-marquez.net,636.68,Notebook,620.5,,620.5,Debit Card,29-12-2023 05:05,Bangalore,Stationery,20,,1,No,,No,620.5
TXN-2524,Nicole Owens,hesssamantha@davis-collins.info,576.79,Air Conditioner,173.2,3,519.6,UPI,28-10-2024 16:30,Bangalore,Home Appliances,20,Pending,2,Yes,New,No,0
TXN-2525,Danny Callahan,philip55@yahoo.com,454.42,Pen Set,437.06,1,437.06,Cash,10-11-2024 20:40,Mumbai,Stationery,5,,1,Yes,Loyal,No,0
TXN-2526,John Bell,justinbailey@hotmail.com,2898.3,Dumbbell Set,566.7,5,2833.5,,05-02-2024 03:41,Jaipur,Sportswear,25,Cancelled,3,Yes,,Yes,0
TXN-2527,Jennifer Klein,angela14@murray.com,540.77,Olive Oil,458.55,1,458.55,,27-12-2024 19:24,Jaipur,Groceries,5,,3,No,Loyal,No,0
TXN-2528,John Jones,bmueller@cobb.com,1603.76,T-shirt,758.48,2,1516.96,PayPal,25-05-2025 11:41,Chennai,Fashion,25,,2,No,New,No,0
TXN-2529,Laura Tucker,angela72@yahoo.com,445.29,Olive Oil,395.13,1,395.13,UPI,08-09-2024 09:26,Jaipur,Groceries,,Pending,3,No,,No,0
TXN-2530,Brian Cervantes,troy01@gmail.com,1727.79,Office Desk,411.28,4,1645.12,Credit Card,24-07-2025 19:30,,Furniture,5,Cancelled,5,No,Loyal,No,0
TXN-2531,Kevin Fischer,donnachavez@price-lane.com,454,Baby Stroller,198.47,2,396.94,Cash,05-04-2024 22:42,Hyderabad,Baby Products,5,Cancelled,2,No,,No,0
TXN-2532,Emily Hudson,wrobbins@gmail.com,1431.03,Toy Car,458.1,3,1374.3,Debit Card,23-01-2025 19:42,Bangalore,Baby Products,5,,1,No,,No,0
TXN-2533,William Powell,bryan80@warner.com,1815.82,Notebook,448.52,4,1794.08,Cash,28-08-2025 03:42,Delhi,Stationery,5,,3,No,Regular,Yes,0
TXN-2534,Andre Reynolds,jennifer66@yahoo.com,3368.11,Leather Wallet,655.46,5,3277.3,,25-12-2024 14:38,Mumbai,Fashion,,Pending,4,No,New,No,0
TXN-2535,Christopher Taylor,,957.68,Candles Set,466.57,2,933.14,UPI,03-02-2024 17:17,Chennai,Home Decor,20,,,No,Regular,No,0
TXN-2536,Benjamin Smith,iproctor@gmail.com,2508.8,4K Smart TV,493.08,5,2465.4,Debit Card,12-02-2024 18:51,Chennai,Electronics,0,Cancelled,5,Yes,Regular,No,0
TXN-2537,Jennifer Bryant,shawncoleman@yahoo.com,1990.62,Mop,658.4,3,1975.2,UPI,23-08-2024 00:29,,Household,15,,,No,Loyal,No,0
TXN-2538,Cody Jacobs,jenniferadams@hotmail.com,2330.45,Notebook,572.3,4,2289.2,PayPal,18-01-2025 20:52,Pune,Stationery,10,,,Yes,,No,0
TXN-2539,William Carroll,carpentersuzanne@gmail.com,1379.54,Wrist Watch,673.57,2,1347.14,,16-02-2024 13:35,Bangalore,Accessories,10,Delivered,1,No,Regular,Yes,0
TXN-2540,Kelsey Villarreal,hblack@hotmail.com,1072.56,Detergent,529.76,2,1059.52,,05-01-2024 21:39,Hyderabad,Household,,,5,Yes,Loyal,No,0
TXN-2541,Mark Alvarado,chloe58@harrison.info,1826.03,Toy Car,446.12,4,1784.48,Debit Card,17-01-2025 00:22,Bangalore,Baby Products,30,Delivered,5,No,Premium,No,0
TXN-2542,Jennifer Yu,gary94@hotmail.com,1173.3,Dish Soap,222.71,5,1113.55,Credit Card,29-06-2025 22:45,,Household,,,1,No,Loyal,No,0
TXN-2543,Amy Kennedy,douglaskelly@weber.net,177.26,Coffee Maker,122.25,,122.25,UPI,27-12-2023 21:42,Jaipur,Home Appliances,5,Delivered,2,No,Regular,No,122.25
TXN-2544,Diana Anderson,michaela01@hotmail.com,2214.54,Table Cloth,435.97,5,2179.85,Credit Card,12-03-2024 19:55,Kolkata,Home Decor,0,,4,No,Loyal,No,0
TXN-2545,Nancy Hopkins,josehaynes@yahoo.com,1060.27,Pen Set,342.6,3,1027.8,Credit Card,17-03-2024 15:25,Chennai,Stationery,20,Delivered,,No,,Yes,0
TXN-2546,Shannon Cooper,caitlinunderwood@mullins-gutierrez.biz,234.19,Curtains,50.78,3,152.34,PayPal,01-05-2024 00:33,Mumbai,Home Decor,20,,1,Yes,,Yes,0
TXN-2547,Molly Jackson,maykarla@gmail.com,1077.29,Perfume,209.12,5,1045.6,UPI,08-12-2023 23:59,Mumbai,Beauty,5,Pending,5,No,Premium,No,0
TXN-2548,James Turner,yvega@baker-moreno.biz,634.06,Organic Soap,302.12,2,604.24,,07-11-2023 10:02,Pune,Groceries,,Pending,5,Yes,New,Yes,0
TXN-2549,Robert Reyes,,1045.53,Ergonomic Chair,480.48,2,960.96,Cash,14-08-2025 22:39,Hyderabad,Furniture,15,,,No,Premium,Yes,0
TXN-2550,Thomas Garrison,joseph14@hotmail.com,1780.61,Curtains,590.15,3,1770.45,UPI,24-01-2025 22:44,Delhi,Home Decor,0,Pending,4,No,Loyal,No,0
TXN-2551,Raymond Curry,erica25@smith.biz,3024.5,Pasta Pack,599.46,5,2997.3,,13-01-2024 02:07,Hyderabad,Groceries,,Cancelled,2,No,Loyal,Yes,0
TXN-2552,Melissa Bell,james09@gmail.com,3011.33,Lipstick,742.51,4,2970.04,UPI,12-12-2023 09:14,,Beauty,,Delivered,5,No,New,No,0
TXN-2553,Mary Houston,millercassandra@douglas-yoder.org,2242.57,Candles Set,735.25,3,2205.75,UPI,14-07-2025 01:37,Delhi,Home Decor,,,4,No,Premium,No,0
TXN-2554,Stephanie Dominguez,steven17@yahoo.com,1004.58,Keyboard,475.09,2,950.18,,17-06-2025 18:47,Bangalore,Electronics,25,Delivered,,Yes,Regular,Yes,0
TXN-2555,Steven Carrillo,fernando14@gmail.com,157.3,Baby Stroller,87.18,1,87.18,UPI,21-08-2024 12:46,Pune,Baby Products,20,Cancelled,2,Yes,Regular,No,0
TXN-2556,Zachary Scott,scottvasquez@gmail.com,342.08,Coffee Maker,54.94,5,274.7,Debit Card,14-02-2025 05:44,Delhi,Home Appliances,5,Delivered,5,Yes,Loyal,No,0
TXN-2557,Matthew Rodriguez,,1004.5,Smartphone,457.19,2,914.38,,06-05-2025 20:55,Bangalore,Electronics,20,Cancelled,4,No,Regular,No,0
TXN-2558,Andrew Jones,fsmith@gmail.com,2294.88,Olive Oil,738.93,3,2216.79,,19-03-2025 07:10,Kolkata,Groceries,,Pending,1,No,Regular,No,0
TXN-2559,Tasha Ortega,isabelconway@hotmail.com,302.33,Handbag,272.8,1,272.8,UPI,01-11-2023 01:56,Bangalore,Accessories,,Delivered,4,Yes,,No,0
TXN-2560,Teresa Henry,xanthony@gmail.com,538.6,Dumbbell Set,519.93,1,519.93,Cash,21-12-2024 17:37,Pune,Sportswear,5,,,No,Regular,Yes,0
TXN-2561,James Norris,bradleysavannah@yahoo.com,94.44,Vacuum Cleaner,65.63,,65.63,Cash,14-07-2024 04:39,Mumbai,Home Appliances,,Pending,,No,Regular,Yes,65.63
TXN-2562,Jennifer Chen,amanda51@hodges-roberts.com,708.47,Router,318.48,2,636.96,Cash,14-03-2024 09:17,,Electronics,,,,No,Regular,No,0
TXN-2563,Tracy Guerrero,omosley@hotmail.com,95.32,T-shirt,12.61,,12.61,Cash,03-08-2024 06:00,Delhi,Fashion,25,Cancelled,,No,Loyal,Yes,12.61
TXN-2564,Dr. Jeffrey Lopez,anthonydavies@burns.net,811.25,Table Cloth,797.64,,797.64,PayPal,11-03-2025 22:52,Kolkata,Home Decor,5,,3,No,Premium,Yes,797.64
TXN-2565,Joseph Flowers,johnsonbrian@hotmail.com,232.05,Mop,41.07,4,164.28,UPI,01-12-2023 11:00,Hyderabad,Household,5,Cancelled,4,Yes,Loyal,No,0
TXN-2566,Daniel Valdez,joycehall@gmail.com,248.51,Yoga Mat,120.55,2,241.1,PayPal,26-11-2023 20:20,Pune,Sportswear,,,,No,New,No,0
TXN-2567,Katherine Smith,jacquelineanderson@chen.com,3186.06,Broom,772.31,4,3089.24,Credit Card,17-10-2024 12:47,Mumbai,Household,25,Delivered,3,No,Regular,No,0
TXN-2568,Sara Brown,crawfordlauren@brown.biz,245.63,LED Lamp,177.23,,177.23,Cash,17-07-2024 05:25,,Furniture,10,Pending,1,Yes,Premium,No,177.23
TXN-2569,Vickie Gregory,daughertybarbara@gmail.com,134.65,Smartphone,25.06,5,125.3,,04-07-2024 23:45,Bangalore,Electronics,0,Pending,,Yes,New,Yes,0
TXN-2570,Rebecca Duran,bryan42@jackson-wood.com,2475.43,Olive Oil,492.87,5,2464.35,Credit Card,03-10-2024 22:07,Delhi,Groceries,,Pending,1,Yes,Loyal,No,0
TXN-2571,Kevin Anderson,alexistucker@gmail.com,425.3,Keyboard,327.59,1,327.59,PayPal,03-11-2023 19:33,,Electronics,10,Cancelled,2,Yes,,Yes,0
TXN-2572,Brandon Pearson,ysteele@yahoo.com,198.27,Pen Set,59.95,3,179.85,Cash,18-04-2025 23:23,Bangalore,Stationery,25,Pending,4,Yes,,No,0
TXN-2573,Charles Nelson,lallen@hotmail.com,152.15,Office Desk,88.97,,88.97,Debit Card,18-04-2025 10:37,Mumbai,Furniture,,Delivered,1,Yes,Premium,Yes,88.97
TXN-2574,Christopher Porter,michael08@lee.com,1481.69,Smartphone,479.05,3,1437.15,Cash,20-02-2025 22:24,Bangalore,Electronics,15,Pending,,No,,No,0
TXN-2575,Philip Fernandez,,461.02,Baby Stroller,199.01,2,398.02,Credit Card,08-07-2025 22:49,Bangalore,Baby Products,,Delivered,,No,New,No,0
TXN-2576,Ryan Pruitt,ernestlivingston@gmail.com,917.34,4K Smart TV,450.59,2,901.18,PayPal,13-03-2025 01:58,Delhi,Electronics,25,Pending,4,No,Premium,No,0
TXN-2577,Daniel King,garciabrian@hotmail.com,396.18,Smart Refrigerator,163.04,2,326.08,Cash,13-03-2024 19:40,Jaipur,Home Appliances,10,Pending,,Yes,Regular,No,0
TXN-2578,Allen Robertson,jenniferwatkins@barnes-burgess.com,969.68,Wrist Watch,235.2,4,940.8,PayPal,24-04-2024 21:34,Jaipur,Accessories,0,Delivered,,Yes,,No,0
TXN-2579,Erika Garcia,nicholaswalker@yahoo.com,2576.08,Running Shoes,630.54,4,2522.16,Credit Card,25-01-2025 15:48,Pune,Sportswear,,Cancelled,,Yes,New,Yes,0
TXN-2580,Dr. Charles Reilly,paultaylor@hotmail.com,295.17,LED Lamp,267.64,1,267.64,Cash,28-03-2024 00:12,Pune,Furniture,30,Pending,1,No,,No,0
TXN-2581,Vanessa Harris,schwartzbrian@rodriguez.info,1452.52,Smart Refrigerator,713.49,2,1426.98,PayPal,18-09-2024 01:08,Jaipur,Home Appliances,10,,3,Yes,Loyal,No,0
TXN-2582,Greg Tanner,belindatran@miller.info,1552.11,Yoga Mat,509.3,3,1527.9,Debit Card,28-08-2025 21:26,Mumbai,Sportswear,0,Cancelled,2,Yes,Loyal,No,0
TXN-2583,Leslie Hood MD,johnhamilton@gmail.com,461.64,Baby Stroller,145.25,3,435.75,UPI,20-09-2025 21:40,Bangalore,Baby Products,10,,1,No,,No,0
TXN-2584,Theresa Mcintyre,cbaird@quinn-gordon.biz,1940.92,Leather Wallet,477.35,4,1909.4,,14-12-2024 17:43,Hyderabad,Fashion,15,Pending,3,No,,Yes,0
TXN-2585,Robert Horton,fsimpson@mullins.com,3878.03,Wall Clock,757.54,5,3787.7,Cash,09-02-2024 06:49,Mumbai,Home Decor,0,,,No,Regular,No,0
TXN-2586,David Duarte,kcaldwell@stevens.info,404.53,Laundry Basket,321.51,,321.51,Cash,23-10-2024 10:00,Jaipur,Household,15,Delivered,5,Yes,Loyal,Yes,321.51
TXN-2587,Shelly Sullivan,apadilla@hotmail.com,652.81,Office Desk,293.14,2,586.28,Credit Card,23-12-2023 02:48,Mumbai,Furniture,,Cancelled,2,No,Loyal,No,0
TXN-2588,Michael Schmidt,smullins@hotmail.com,166.22,Wall Clock,29.29,4,117.16,Debit Card,23-12-2024 12:36,Hyderabad,Home Decor,10,Cancelled,,No,Regular,No,0
TXN-2589,Christine Cohen,robertsonrenee@yahoo.com,350.68,Vacuum Cleaner,314.05,,314.05,Credit Card,17-09-2025 21:59,Chennai,Home Appliances,30,Cancelled,,No,,No,314.05
TXN-2590,James Marshall,michael81@fletcher.com,696.22,Leather Wallet,632.28,1,632.28,UPI,21-12-2024 08:23,Mumbai,Fashion,25,Delivered,1,No,New,No,0
TXN-2591,John Crosby,lukehurst@frazier.com,148.52,Candles Set,42.29,3,126.87,PayPal,14-10-2024 14:26,Delhi,Home Decor,15,Pending,3,Yes,,Yes,0
TXN-2592,Mr. Bryan Mckinney,zoliver@hotmail.com,2027.81,Smartphone,388.01,5,1940.05,,19-04-2025 15:30,,Electronics,15,Cancelled,3,No,,No,0
TXN-2593,Teresa Jones,millerrachael@yahoo.com,269.36,Toy Car,228.94,1,228.94,Cash,27-12-2023 23:17,Jaipur,Baby Products,5,,,No,,No,0
TXN-2594,Donald Terry,nancymeyer@hotmail.com,595.36,Organic Soap,500.55,,500.55,Credit Card,15-11-2023 19:52,Pune,Groceries,,Delivered,1,No,Premium,No,500.55
TXN-2595,Wayne Weaver,creed@newman.com,304.84,Vacuum Cleaner,96.4,3,289.2,Debit Card,07-08-2025 17:26,Jaipur,Home Appliances,10,,5,No,Regular,No,0
TXN-2596,Maria Jenkins,todd88@yahoo.com,3973.31,Baby Stroller,775.96,5,3879.8,Cash,18-10-2024 22:45,Kolkata,Baby Products,30,,,No,Regular,No,0
TXN-2597,Carlos Clarke,jeremy54@hernandez.info,203.78,Yoga Mat,59.73,2,119.46,PayPal,06-03-2024 10:07,Kolkata,Sportswear,30,Cancelled,,No,New,No,0
TXN-2598,Caitlyn Nichols,maryschwartz@bauer.com,2765.13,Wall Clock,536.03,5,2680.15,Cash,17-01-2025 10:48,Jaipur,Home Decor,20,Pending,3,Yes,New,Yes,0
TXN-2599,David Lopez,tiffany25@fernandez-martin.com,989.53,Pasta Pack,303.8,3,911.4,Credit Card,31-01-2024 13:37,Bangalore,Groceries,25,,4,Yes,,Yes,0
TXN-2600,Jennifer Porter,jreilly@cordova.net,555.42,Broom,235.34,2,470.68,,12-07-2024 12:24,Bangalore,Household,10,Pending,1,Yes,New,No,0
TXN-2601,Elizabeth Kemp,hmorgan@mendoza.com,1097.43,Office Desk,358.3,3,1074.9,PayPal,24-06-2024 11:57,Mumbai,Furniture,25,Cancelled,2,No,Loyal,No,0
TXN-2602,Luke Robinson,nguyencathy@gmail.com,524.02,Running Shoes,431.58,1,431.58,Cash,24-01-2025 08:50,Jaipur,Sportswear,10,,3,Yes,Regular,No,0
TXN-2603,Rachael Wang,millermelissa@powers.com,2408.65,Broom,780.72,3,2342.16,UPI,13-11-2024 03:49,Jaipur,Household,20,Pending,5,No,Loyal,No,0
TXN-2604,Larry Harding,bhernandez@yahoo.com,485.44,Power Bank,98.73,4,394.92,Debit Card,24-08-2024 02:33,,Electronics,5,Cancelled,1,No,,Yes,0
TXN-2605,Dustin Bell,lewispamela@hotmail.com,887.25,Organic Soap,292.34,3,877.02,,16-09-2024 00:25,Pune,Groceries,15,Cancelled,2,Yes,Regular,No,0
TXN-2606,Donna Shaffer,ltaylor@hotmail.com,642.58,Organic Soap,544.88,1,544.88,Cash,04-01-2024 01:30,Pune,Groceries,,Cancelled,5,No,,Yes,0
TXN-2607,Eric Mcneil,fitzpatrickbrittany@yahoo.com,663.5,Router,295.24,2,590.48,Cash,05-01-2024 21:41,Kolkata,Electronics,30,Cancelled,1,No,New,No,0
TXN-2608,Mark Nelson,wpage@gonzalez.com,3924.52,Hair Serum,782.24,5,3911.2,,01-01-2025 09:43,Jaipur,Beauty,,,3,Yes,Loyal,No,0
TXN-2609,Rodney Turner MD,ywalker@gmail.com,663.1,Baby Stroller,120.26,5,601.3,Debit Card,25-02-2024 20:06,Pune,Baby Products,20,,5,No,Regular,No,0
TXN-2610,Tyler Flowers,valdezpatricia@yahoo.com,385.17,Handbag,79.87,4,319.48,UPI,16-03-2024 12:37,Hyderabad,Accessories,10,,,No,Premium,Yes,0
TXN-2611,Michael Sanchez Jr.,egamble@hotmail.com,2060.12,Dumbbell Set,667.5,3,2002.5,Credit Card,30-05-2025 07:14,Chennai,Sportswear,20,,5,No,Loyal,Yes,0
TXN-2612,John Graham,hmccann@yahoo.com,1300.07,Bluetooth Speaker,635.06,2,1270.12,,30-11-2024 07:03,Jaipur,Electronics,5,Cancelled,4,Yes,Loyal,No,0
TXN-2613,Alicia Green,luisjohns@howard.com,281,Smartphone,203.35,1,203.35,Cash,04-08-2024 17:27,Delhi,Electronics,25,,5,No,New,No,0
TXN-2614,Thomas Kelly,alyssa18@gmail.com,468.81,Keyboard,386.07,,386.07,UPI,15-06-2025 12:24,,Electronics,0,Cancelled,2,No,Regular,Yes,386.07
TXN-2615,Pamela George,monique44@wolfe.com,392.09,Notebook,374.22,,374.22,Debit Card,29-07-2025 16:35,Mumbai,Stationery,20,Cancelled,4,No,New,Yes,374.22
TXN-2616,Chad Campbell,kpeterson@gmail.com,334.36,Lipstick,240.41,,240.41,PayPal,15-04-2024 10:23,Pune,Beauty,10,Delivered,5,Yes,,No,240.41
TXN-2617,Daniel Lopez,estevens@fuentes.info,744.18,Notebook,663.19,,663.19,UPI,25-07-2024 15:59,,Stationery,5,Cancelled,2,Yes,Premium,No,663.19
TXN-2618,Jack Montoya,jenniferjohnson@gmail.com,1262.86,Lipstick,304.68,4,1218.72,Debit Card,18-04-2024 21:56,Delhi,Beauty,15,Pending,5,Yes,Premium,No,0
TXN-2619,Michael Watts,jasonzavala@yahoo.com,2859.53,Candles Set,554.83,5,2774.15,,17-04-2025 18:40,,Home Decor,5,,4,Yes,Regular,Yes,0
TXN-2620,Ashley Smith,,1237.11,Bluetooth Speaker,388.82,3,1166.46,Debit Card,06-07-2025 04:30,Jaipur,Electronics,25,,,No,Regular,No,0
TXN-2621,Leslie Harrison,joneselizabeth@gmail.com,204.18,LED Lamp,185.66,,185.66,Debit Card,27-06-2025 21:20,Chennai,Furniture,10,Pending,2,Yes,Loyal,No,185.66
TXN-2622,Lance Matthews,ellenjohnson@singleton.org,362.59,LED Lamp,71.41,4,285.64,Credit Card,25-07-2024 09:02,Pune,Furniture,5,Delivered,,No,,Yes,0
TXN-2623,Scott Norman,garciabelinda@rice.com,320.96,Pasta Pack,103.95,3,311.85,UPI,04-06-2024 03:04,Mumbai,Groceries,5,Delivered,5,Yes,,Yes,0
TXN-2624,Paul Smith,samanthayork@richardson-lawrence.info,553.39,Dumbbell Set,539.77,1,539.77,,04-04-2025 08:19,Chennai,Sportswear,25,Cancelled,2,No,,Yes,0
TXN-2625,Catherine Kelly,olewis@yahoo.com,543.35,Dish Soap,460.49,1,460.49,Credit Card,24-01-2024 20:28,,Household,15,Pending,3,Yes,,Yes,0
TXN-2626,Emily Owens,tfarmer@hawkins-williams.com,3786.57,Air Conditioner,740.14,5,3700.7,Cash,15-11-2024 16:21,Kolkata,Home Appliances,10,,,Yes,Premium,No,0
TXN-2627,Drew Burke,aperez@yahoo.com,1751.77,Handbag,345.03,5,1725.15,Credit Card,23-08-2025 14:03,Kolkata,Accessories,5,,1,No,Premium,No,0
TXN-2628,Scott Jacobson,harry71@yahoo.com,2907.3,Wrist Watch,566.74,5,2833.7,Credit Card,03-10-2024 10:53,Kolkata,Accessories,,Delivered,4,No,Loyal,No,0
TXN-2629,Megan Wilson,gneal@hotmail.com,2237.54,Hair Serum,552.77,4,2211.08,Cash,16-10-2025 21:33,,Beauty,30,Pending,1,No,New,Yes,0
TXN-2630,Caroline Cox,james61@massey.info,3264.81,4K Smart TV,798.99,4,3195.96,Cash,01-06-2024 12:50,Jaipur,Electronics,5,Delivered,2,No,Loyal,No,0
TXN-2631,Pamela Wheeler,thomas96@yahoo.com,875.18,Wall Clock,782.28,,782.28,Debit Card,29-11-2024 10:20,Delhi,Home Decor,,Pending,3,Yes,,No,782.28
TXN-2632,Randy Rodriguez,ocrawford@gmail.com,849.77,LED Lamp,193.97,4,775.88,UPI,21-11-2023 06:58,Chennai,Furniture,30,Cancelled,4,No,,No,0
TXN-2633,Anthony Jones,patrickshelton@turner.com,906,Detergent,414.02,2,828.04,Credit Card,10-06-2025 15:30,,Household,20,,4,Yes,Premium,Yes,0
TXN-2634,Paul Saunders,kellyjimenez@hotmail.com,645.18,Air Conditioner,592.86,1,592.86,Credit Card,19-05-2024 10:41,Bangalore,Home Appliances,30,Cancelled,2,No,,No,0
TXN-2635,Rhonda Fernandez,ewingnicole@reyes.biz,686.94,Air Conditioner,610.54,,610.54,Cash,06-10-2024 22:44,Jaipur,Home Appliances,15,Cancelled,,No,Loyal,No,610.54
TXN-2636,Andrew Hawkins,travistaylor@hotmail.com,2249.58,Sneakers,438.53,5,2192.65,Credit Card,26-08-2024 09:52,Hyderabad,Fashion,5,,4,No,Loyal,No,0
TXN-2637,Mr. Michael Keller,khart@hotmail.com,134.74,Olive Oil,38.43,2,76.86,UPI,11-12-2023 11:54,,Groceries,,,2,No,Loyal,No,0
TXN-2638,Johnny Arellano,luke09@gmail.com,1905.31,LED Lamp,459.4,4,1837.6,,05-02-2024 18:40,,Furniture,,,5,Yes,,Yes,0
TXN-2639,Hannah Harmon,oscar65@jenkins-brown.com,1187.63,Sunglasses,218.08,5,1090.4,PayPal,08-05-2024 12:44,Kolkata,Accessories,20,Cancelled,1,Yes,,Yes,0
TXN-2640,Erik Miller,danny20@nguyen.org,2095.45,Office Desk,671.18,3,2013.54,PayPal,02-12-2024 00:42,Mumbai,Furniture,25,,1,No,New,No,0
TXN-2641,Deborah Dominguez,nicholas65@davis.com,315.7,Baby Stroller,287.5,,287.5,Debit Card,16-07-2024 03:46,Chennai,Baby Products,5,Delivered,3,Yes,New,Yes,287.5
TXN-2642,Robert Contreras Jr.,tara37@hotmail.com,484.14,Bluetooth Speaker,435.35,1,435.35,Cash,17-08-2025 08:20,,Electronics,30,Cancelled,1,No,Loyal,No,0
TXN-2643,Angela Jefferson,joseph49@ballard-weber.com,3214.18,Bluetooth Speaker,788.75,4,3155,UPI,08-05-2025 15:54,Delhi,Electronics,,Delivered,,No,Premium,No,0
TXN-2644,Anna Rogers,,444.45,Detergent,407.19,,407.19,PayPal,14-07-2025 18:53,Chennai,Household,25,,2,No,Regular,No,407.19
TXN-2645,Matthew Edwards,gking@yahoo.com,270.26,Leather Wallet,237.01,1,237.01,PayPal,02-04-2025 19:40,Hyderabad,Fashion,15,Delivered,,No,Regular,No,0
TXN-2646,Catherine Smith,vlewis@adams-little.org,1210.91,Pen Set,225.96,5,1129.8,Cash,21-08-2025 13:45,Hyderabad,Stationery,15,Cancelled,1,No,New,No,0
TXN-2647,Jessica Knight,michaelhernandez@francis.biz,1794.77,Hair Serum,352,5,1760,Cash,11-09-2024 20:41,Hyderabad,Beauty,20,,,No,Premium,Yes,0
TXN-2648,Ronald Brown,sadams@martin.com,1191.06,Table Cloth,565.63,2,1131.26,Debit Card,25-01-2024 09:46,Jaipur,Home Decor,20,,5,No,Regular,No,0
TXN-2649,Alexis Robles,,623.4,Yoga Mat,297.78,2,595.56,,14-03-2025 16:23,Chennai,Sportswear,30,,3,Yes,Premium,No,0
TXN-2650,Christina Nelson,,680.99,Perfume,660.73,,660.73,,27-06-2025 18:47,Pune,Beauty,30,Pending,1,Yes,Premium,Yes,660.73
TXN-2651,Scott Miller,lesterrichard@yahoo.com,1968.11,Jacket,639.67,3,1919.01,PayPal,02-04-2025 21:45,Hyderabad,Fashion,30,Delivered,2,Yes,New,Yes,0
TXN-2652,Ann Hahn,danielnavarro@boyd.net,709.96,Bluetooth Speaker,214.13,3,642.39,Debit Card,11-05-2024 18:56,Mumbai,Electronics,,Delivered,1,Yes,New,No,0
TXN-2653,Brandon Greene DDS,marisa63@yahoo.com,2870.47,Hair Serum,695.07,4,2780.28,,15-04-2024 12:51,Delhi,Beauty,30,Pending,2,Yes,,No,0
TXN-2654,Christopher Booker,lking@gmail.com,3803.2,Dish Soap,747.02,5,3735.1,PayPal,13-11-2024 01:50,,Household,20,,1,Yes,,Yes,0
TXN-2655,Melissa Rodriguez,rvega@gmail.com,1425.74,Notebook,270.14,5,1350.7,,06-08-2024 03:39,Pune,Stationery,30,Pending,2,Yes,Premium,Yes,0
TXN-2656,Jacob Parker,vazquezkristina@king.com,1158.55,Perfume,357.19,3,1071.57,Credit Card,08-03-2025 11:45,Jaipur,Beauty,25,Delivered,3,No,Loyal,No,0
TXN-2657,Heidi Burnett,miaprice@pennington-hardin.com,702.38,Keyboard,204.61,3,613.83,Debit Card,07-01-2024 07:16,Kolkata,Electronics,,Cancelled,3,Yes,,Yes,0
TXN-2658,Nicole Evans,zwelch@sullivan.info,711.77,Router,641.16,1,641.16,,29-10-2024 02:40,Pune,Electronics,20,,3,No,New,No,0
TXN-2659,Tammy Cook,hollowayholly@hotmail.com,951.64,LED Lamp,432.58,2,865.16,Cash,19-12-2023 18:03,Mumbai,Furniture,30,Cancelled,3,Yes,Premium,No,0
TXN-2660,Lance Li,wneal@gmail.com,1469.89,Leather Wallet,688.94,2,1377.88,,10-03-2025 08:56,Kolkata,Fashion,,Delivered,3,Yes,Loyal,No,0
TXN-2661,Lorraine Gibbs,moralescourtney@johnston-rodriguez.com,2298.94,Baby Stroller,741.93,3,2225.79,Credit Card,03-12-2024 06:38,Bangalore,Baby Products,20,,3,No,,No,0
TXN-2662,Patricia Banks,usparks@mendoza-moss.com,2442.44,Mop,592.85,4,2371.4,Credit Card,11-03-2024 22:46,Bangalore,Household,,Pending,1,No,Premium,No,0
TXN-2663,Samantha Marsh,,273.37,Hair Serum,257.84,1,257.84,Debit Card,14-11-2023 07:24,,Beauty,10,,3,No,Loyal,No,0
TXN-2664,Tammy Holland,mccannjames@christian.org,277.28,Office Desk,215.94,,215.94,UPI,18-05-2024 06:35,Chennai,Furniture,15,Delivered,4,No,Premium,No,215.94
