transaction_id,customer_name,email,total_amount,product_name,price,total_sold,revenue_generated,payment_method,transaction_date,store_location,category,discount_applied,delivery_status,customer_rating,return_requested,customer_segment,coupon_used
TXN-2659,Tammy Cook,hollowayholly@hotmail.com,951.64,LED Lamp,432.58,2.0,865.16,Cash,2023-12-19 18:03:57,Mumbai,Furniture,30.0,Cancelled,3.0,Yes,Premium,
TXN-2660,Lance Li,wneal@gmail.com,1469.89,Leather Wallet,688.94,2.0,1377.88,,2025-03-10 08:56:47,Kolkata,Fashion,,Delivered,3.0,Yes,Loyal,No
TXN-2661,Lorraine Gibbs,moralescourtney@johnston-rodriguez.com,2298.94,Baby Stroller,741.93,3.0,2225.79,Credit Card,2024-12-03 06:38:56,Bangalore,Baby Products,20.0,,3.0,No,,
TXN-2662,Patricia Banks,usparks@mendoza-moss.com,2442.44,Mop,592.85,4.0,2371.4,Credit Card,2024-03-11 22:46:28,Bangalore,Household,,Pending,1.0,No,Premium,
TXN-2663,Samantha Marsh,,273.37,Hair Serum,257.84,1.0,257.84,Debit Card,2023-11-14 07:24:45,,Beauty,10.0,,3.0,No,Loyal,
TXN-2664,Tammy Holland,mccannjames@christian.org,277.28,Office Desk,215.94,,215.94,UPI,2024-05-18 06:35:01,Chennai,Furniture,15.0,Delivered,4.0,No,Premium,No
TXN-2665,Tyler Jackson,higginsryan@wilcox-snyder.com,3808.13,Handbag,756.36,5.0,3781.8,Credit Card,2025-05-05 10:40:58,,Accessories,15.0,Delivered,4.0,Yes,New,
TXN-2666,Tracy Li,julie62@yahoo.com,292.4,Running Shoes,49.33,5.0,246.65,UPI,2025-08-24 08:11:00,Bangalore,Sportswear,5.0,Cancelled,2.0,,Regular,Yes
TXN-2667,Daniel Holloway,ywhite@johnson.com,1498.71,Laundry Basket,353.78,4.0,1415.12,Cash,2025-02-19 23:17:07,Delhi,Household,15.0,Pending,2.0,No,New,
TXN-2668,David Aguilar,smithdean@yahoo.com,1333.71,Detergent,311.84,4.0,1247.36,PayPal,2025-04-19 11:47:11,Pune,Household,20.0,Pending,4.0,Yes,Loyal,Yes
TXN-2669,Daniel Reyes,charles80@gmail.com,745.12,Bluetooth Speaker,239.25,3.0,717.75,Cash,2024-07-13 17:53:54,,Electronics,25.0,,1.0,Yes,Loyal,Yes
TXN-2670,Kaitlin Gomez,kingchristine@madden-lambert.com,3189.37,Notebook,779.78,4.0,3119.12,,2025-09-21 05:11:17,Hyderabad,Stationery,30.0,Cancelled,1.0,Yes,,Yes
TXN-2671,Lauren Green,natalie21@yahoo.com,595.66,Smart Refrigerator,272.96,2.0,545.92,UPI,2025-05-02 21:00:52,Mumbai,Home Appliances,0.0,Cancelled,5.0,,Loyal,No
TXN-2672,Brenda Wilson,victormcpherson@adkins-howe.com,1177.57,Sunglasses,540.3,2.0,1080.6,PayPal,2025-09-29 10:09:58,Mumbai,Accessories,10.0,Cancelled,2.0,,Loyal,No
TXN-2673,Lisa Juarez,ryan25@hotmail.com,415.13,Olive Oil,114.22,3.0,342.66,Cash,2024-11-13 18:55:00,Bangalore,Groceries,20.0,Delivered,3.0,Yes,Premium,
TXN-2674,Brittany Farrell,lopezbrian@gmail.com,2435.0,Perfume,600.78,4.0,2403.12,UPI,2023-11-26 01:24:42,,Beauty,25.0,,2.0,No,Loyal,Yes
TXN-2675,Christopher Mcdonald,wwilliams@hoffman.com,749.38,Mop,683.9,,683.9,Cash,2024-02-02 05:58:23,Mumbai,Household,15.0,Pending,,Yes,Premium,Yes
TXN-2676,Dalton Mitchell,anna93@bolton.com,264.96,Pasta Pack,215.58,,215.58,Credit Card,2024-09-16 15:30:13,Jaipur,Groceries,0.0,,3.0,,,No
TXN-2677,Danielle Jimenez,anthony16@garza-bean.com,486.81,Olive Oil,399.46,,399.46,Credit Card,2024-02-25 15:28:25,Kolkata,Groceries,5.0,Pending,3.0,Yes,Premium,
TXN-2678,Joe Zimmerman,rfuller@hotmail.com,3388.78,Dish Soap,659.83,5.0,3299.15,PayPal,2025-03-23 07:01:03,Pune,Household,0.0,Pending,4.0,Yes,Premium,No
TXN-2679,Wayne Douglas,stacey92@gmail.com,260.97,Keyboard,84.5,3.0,253.5,,2025-08-29 17:34:30,Delhi,Electronics,30.0,Cancelled,5.0,Yes,New,Yes
TXN-2680,Mason Morris,paynecarrie@ross.com,141.7,Bluetooth Speaker,74.04,,74.04,Cash,2025-06-18 23:05:20,Chennai,Electronics,0.0,Cancelled,1.0,,,No
TXN-2681,Ann Phelps,schan@goodwin.info,849.61,Notebook,758.46,,758.46,PayPal,2025-07-12 10:29:07,Bangalore,Stationery,15.0,Delivered,,No,New,Yes
TXN-2682,Robert Collins,elizabeth58@burns.info,2252.48,Vacuum Cleaner,442.25,5.0,2211.25,Cash,2024-05-24 17:42:35,Chennai,Home Appliances,10.0,Pending,4.0,Yes,Regular,Yes
TXN-2683,Jenny Avila,ryansimmons@gmail.com,1299.75,Running Shoes,316.92,4.0,1267.68,,2024-11-30 22:16:10,Bangalore,Sportswear,5.0,Cancelled,4.0,No,New,
TXN-2684,John Walker,prose@miller.info,127.85,Cushion Cover,113.72,,113.72,UPI,2024-06-18 12:37:38,,Home Decor,15.0,,,No,Loyal,No
TXN-2685,Carl Leach,dphillips@jones.biz,561.14,Curtains,484.27,1.0,484.27,UPI,2024-09-14 00:07:51,Bangalore,Home Decor,30.0,,1.0,Yes,,No
TXN-2686,Matthew Carroll,jonathan18@gmail.com,614.58,Olive Oil,544.39,,544.39,Debit Card,2024-01-25 16:48:09,Jaipur,Groceries,5.0,Cancelled,4.0,No,Regular,No
TXN-2687,Julie Hartman,millernancy@yahoo.com,324.81,Hair Serum,127.4,2.0,254.8,UPI,2024-06-29 01:16:31,Pune,Beauty,30.0,Cancelled,5.0,Yes,,Yes
TXN-2688,Jordan Santiago,tammy23@gmail.com,2123.37,Wireless Mouse,415.6,5.0,2078.0,Credit Card,2023-12-28 23:01:38,Jaipur,Electronics,20.0,Cancelled,3.0,,Regular,
TXN-2689,Lindsey Savage,aferguson@wilson-jackson.info,148.98,Bluetooth Speaker,100.01,,100.01,Debit Card,2024-10-20 14:57:05,Hyderabad,Electronics,,Delivered,4.0,,New,No
TXN-2690,Sheila Church,christine95@hotmail.com,629.78,Wall Clock,582.03,,582.03,UPI,2025-04-04 13:29:31,Kolkata,Home Decor,10.0,Pending,2.0,Yes,,No
TXN-2691,Megan Ballard,dereklee@horton.com,476.7,Keyboard,94.0,5.0,470.0,Cash,2024-04-08 17:12:40,Delhi,Electronics,0.0,Pending,,No,Loyal,
TXN-2692,Mr. David Wilkinson,turnersteven@henderson-wilson.com,758.52,Sunglasses,696.34,,696.34,Cash,2025-05-25 00:46:13,Chennai,Accessories,25.0,,3.0,Yes,Premium,Yes
TXN-2693,Tracey Ruiz,jameshudson@yahoo.com,231.85,4K Smart TV,160.73,1.0,160.73,Debit Card,2023-12-07 18:08:57,Mumbai,Electronics,15.0,,,Yes,Premium,No
TXN-2694,Brian Abbott,vallison@hotmail.com,3462.99,Table Cloth,687.97,5.0,3439.85,UPI,2025-02-03 00:08:43,Jaipur,Home Decor,10.0,,4.0,Yes,Regular,Yes
TXN-2695,Yvonne Johnson,upalmer@hotmail.com,2471.13,Ergonomic Chair,593.64,4.0,2374.56,Cash,2025-10-24 15:47:30,Mumbai,Furniture,,Pending,2.0,No,,No
TXN-2696,Ruth Freeman,hendersonleslie@adams.biz,338.63,Smart Refrigerator,273.74,1.0,273.74,,2025-09-18 19:40:23,Hyderabad,Home Appliances,30.0,,,,,
TXN-2697,Johnny Mcmillan,bterry@gmail.com,850.54,Mop,799.23,1.0,799.23,Cash,2024-06-08 21:48:04,,Household,,Pending,,Yes,,Yes
TXN-2698,Julie Kim,sandra72@sharp-myers.biz,2337.83,Toy Car,465.36,5.0,2326.8,,2025-08-06 06:38:30,,Baby Products,,Delivered,4.0,,New,No
TXN-2699,Marissa Ward,christycampbell@hotmail.com,741.6,Power Bank,354.62,2.0,709.24,Debit Card,2024-01-04 03:37:28,,Electronics,25.0,,,,Premium,
TXN-2700,Betty Gonzalez,leonsherry@yahoo.com,1475.73,Keyboard,277.93,5.0,1389.65,,2024-06-21 01:22:21,Jaipur,Electronics,,Cancelled,,,Loyal,No
TXN-2701,Justin Kidd,michael22@hotmail.com,1657.06,Keyboard,525.48,3.0,1576.44,Debit Card,2023-11-23 00:51:18,Pune,Electronics,20.0,Delivered,,No,Premium,Yes
TXN-2702,Gail Wilson,hoffmantom@glover-hammond.net,548.55,Yoga Mat,133.49,4.0,533.96,Cash,2024-05-23 23:17:20,Jaipur,Sportswear,20.0,Pending,2.0,,Regular,
TXN-2703,Sarah Russo,housesamuel@estes-campos.com,2187.07,Planner,705.92,3.0,2117.76,Debit Card,2025-06-27 07:56:52,,Stationery,0.0,Delivered,3.0,No,Regular,
TXN-2704,Rachael Meza,jacksondavid@bartlett.com,261.88,T-shirt,105.34,2.0,210.68,UPI,2025-05-01 06:00:46,Kolkata,Fashion,0.0,Cancelled,2.0,,,
TXN-2705,Jonathan Oconnor,deborahcook@martinez.info,185.3,Router,92.27,1.0,92.27,Cash,2024-09-16 03:01:47,Jaipur,Electronics,5.0,Delivered,5.0,,Regular,
TXN-2706,Adriana Davenport,justin21@yahoo.com,886.38,Wireless Mouse,410.77,2.0,821.54,Debit Card,2024-08-13 11:36:28,Kolkata,Electronics,10.0,Cancelled,,No,,No
TXN-2707,Jennifer Soto,karenmoreno@taylor.biz,432.46,Air Conditioner,131.89,3.0,395.67,Debit Card,2025-10-11 06:01:31,Delhi,Home Appliances,15.0,,4.0,Yes,Premium,No
TXN-2708,Jimmy Phelps,ramoskayla@hotmail.com,486.18,Pen Set,236.54,2.0,473.08,UPI,2025-07-16 10:25:19,Hyderabad,Stationery,,Pending,2.0,,Loyal,Yes
TXN-2709,Andrea Morgan,ryanlong@gmail.com,2665.81,Office Desk,643.4,4.0,2573.6,Cash,2025-03-24 23:28:00,,Furniture,25.0,Delivered,4.0,Yes,Regular,
TXN-2710,Brittany Andrews,rmorales@hotmail.com,792.62,Laundry Basket,755.48,1.0,755.48,Cash,2025-01-01 04:56:14,Bangalore,Household,30.0,Delivered,,Yes,Premium,
TXN-2711,Mikayla Edwards,wilcoxrachel@hotmail.com,863.32,Smart Refrigerator,782.41,,782.41,PayPal,2025-10-13 03:20:01,Chennai,Home Appliances,30.0,,,,,No
TXN-2712,Jared Schneider,pam63@yahoo.com,811.86,Notebook,728.29,1.0,728.29,PayPal,2024-01-02 16:00:05,Bangalore,Stationery,30.0,,,Yes,,
TXN-2713,George Hardy,jason88@boyd-sherman.com,562.91,Candles Set,525.11,,525.11,,2023-11-16 09:30:14,Hyderabad,Home Decor,15.0,Cancelled,1.0,Yes,,No
TXN-2714,Robert Vargas,jessica81@brown.com,671.42,Handbag,582.83,,582.83,PayPal,2024-02-02 08:55:59,,Accessories,20.0,,1.0,,,No
TXN-2715,Matthew Martinez,chaveztonya@hotmail.com,299.36,Laundry Basket,279.16,,279.16,Credit Card,2025-01-22 22:35:08,,Household,20.0,Pending,3.0,,Loyal,
TXN-2716,Stephanie Burton,kevin92@gray.net,1794.49,LED Lamp,588.27,3.0,1764.81,PayPal,2025-01-23 13:02:13,Kolkata,Furniture,5.0,Delivered,,Yes,Loyal,No
TXN-2717,Richard Gibson,fpoole@brown.info,2405.68,Curtains,592.12,4.0,2368.48,Debit Card,2024-04-13 00:45:45,,Home Decor,15.0,Cancelled,3.0,No,,
TXN-2718,Jacob Fox,,2946.76,Office Desk,574.34,5.0,2871.7,Credit Card,2025-10-21 08:39:09,Kolkata,Furniture,15.0,Cancelled,4.0,Yes,Premium,
TXN-2719,Monique Butler,williamwashington@anderson-bush.net,678.23,Toy Car,664.47,1.0,664.47,Cash,2024-01-28 21:39:16,Bangalore,Baby Products,,Pending,4.0,Yes,New,
TXN-2720,Joy Johnson,sandra19@rodriguez-wood.com,1695.2,Laundry Basket,328.18,5.0,1640.9,Cash,2023-11-29 11:48:16,Chennai,Household,,,4.0,,Loyal,
TXN-2721,Autumn Torres,kelly02@gmail.com,1374.67,Baby Stroller,660.81,2.0,1321.62,Cash,2025-06-28 23:50:32,Jaipur,Baby Products,10.0,Delivered,,Yes,Loyal,No
TXN-2722,Amber Shannon,isaacsingh@gmail.com,3038.74,Wireless Mouse,599.73,5.0,2998.65,Credit Card,2024-02-01 05:14:54,Hyderabad,Electronics,5.0,Delivered,3.0,,New,Yes
TXN-2723,Andrea Williams,ariel56@yahoo.com,427.3,Laundry Basket,131.11,3.0,393.33,UPI,2025-08-07 08:21:09,Chennai,Household,20.0,,1.0,Yes,Premium,
TXN-2724,Lisa Gill,jcontreras@hotmail.com,234.75,Baby Stroller,48.43,3.0,145.29,Debit Card,2024-07-07 19:21:43,Bangalore,Baby Products,,Delivered,1.0,,New,Yes
TXN-2725,Mario Hanson,rachelmorgan@gmail.com,1733.82,Wireless Mouse,339.88,5.0,1699.4,Cash,2025-04-01 22:52:12,Kolkata,Electronics,30.0,,,,Premium,Yes
TXN-2726,Nancy Brewer,armstronglaura@parker.com,2119.59,Dish Soap,512.8,4.0,2051.2,Debit Card,2024-03-26 15:59:07,Kolkata,Household,,,4.0,Yes,Loyal,No
TXN-2727,Kimberly Todd,bshaw@barrett.com,135.75,Broom,46.2,,46.2,,2023-11-12 22:35:03,Chennai,Household,,Pending,,Yes,,
TXN-2728,Daniel Gallegos,romancatherine@yahoo.com,519.4,Hair Serum,453.23,1.0,453.23,Credit Card,2025-01-28 14:39:10,Pune,Beauty,0.0,,4.0,,Regular,Yes
TXN-2729,Scott Johnson,robertheath@yahoo.com,1595.59,Router,749.58,2.0,1499.16,UPI,2024-08-20 22:05:31,Pune,Electronics,15.0,,1.0,,,No
TXN-2730,Brian Garcia,douglas41@parker.com,1987.81,Sunglasses,475.23,4.0,1900.92,Credit Card,2023-12-13 23:07:21,Kolkata,Accessories,30.0,Pending,4.0,Yes,,No
TXN-2731,Erika Johnson,peter52@orozco-scott.com,311.25,Handbag,213.17,1.0,213.17,PayPal,2023-12-08 11:58:09,Bangalore,Accessories,20.0,Pending,2.0,No,Regular,Yes
TXN-2732,Paul Willis,ravery@gmail.com,783.28,Hair Serum,762.21,,762.21,PayPal,2024-07-02 11:06:45,Kolkata,Beauty,10.0,Delivered,,Yes,New,No
TXN-2733,Jason Washington,robinsmith@hotmail.com,1141.16,Air Conditioner,262.83,4.0,1051.32,UPI,2025-01-26 11:56:31,Hyderabad,Home Appliances,5.0,Delivered,2.0,Yes,,
TXN-2734,Danielle Peters,ashley71@mason.net,2038.83,Jacket,399.45,5.0,1997.25,Credit Card,2024-03-07 20:08:55,Chennai,Fashion,0.0,Cancelled,4.0,,Loyal,Yes
TXN-2735,Kimberly Henderson,smithsteven@hotmail.com,60.05,Pasta Pack,32.84,,32.84,Credit Card,2024-06-09 20:53:30,Chennai,Groceries,5.0,Pending,5.0,,Premium,No
TXN-2736,Carol Brown,carla65@hotmail.com,416.73,Curtains,331.33,1.0,331.33,PayPal,2024-04-11 10:54:56,Pune,Home Decor,10.0,Cancelled,5.0,Yes,Premium,
TXN-2737,Katrina Williams,christopher12@hawkins.org,3895.27,Toy Car,769.47,5.0,3847.35,Credit Card,2024-11-24 07:25:21,Jaipur,Baby Products,20.0,Pending,1.0,Yes,Loyal,No
TXN-2738,Emily Fleming,tiffany74@gmail.com,249.31,Cushion Cover,208.2,,208.2,UPI,2025-03-26 14:37:46,Pune,Home Decor,20.0,Delivered,2.0,,,
TXN-2739,Mrs. Julia Greene,deborahsmith@smith-smith.com,1061.35,Vacuum Cleaner,247.5,4.0,990.0,Debit Card,2024-09-14 02:48:29,,Home Appliances,20.0,,2.0,,,No
TXN-2740,Melissa Burns,cobbdebra@gmail.com,786.7,Keyboard,756.87,,756.87,,2024-12-20 14:02:32,,Electronics,20.0,Pending,,No,New,Yes
TXN-2741,Ronnie Powers,teresa69@hughes-combs.com,2309.31,Olive Oil,767.6,3.0,2302.8,,2024-02-03 02:39:29,Bangalore,Groceries,,,1.0,Yes,Premium,No
TXN-2742,Timothy Wallace,changerin@howard.com,768.71,Mop,717.26,,717.26,Cash,2025-07-18 02:49:46,,Household,5.0,Delivered,5.0,Yes,Loyal,
TXN-2743,Cynthia Snyder,,1239.09,LED Lamp,288.87,4.0,1155.48,UPI,2025-02-10 22:03:09,Hyderabad,Furniture,10.0,Delivered,1.0,No,New,Yes
TXN-2744,Craig Nicholson,kaneashley@yahoo.com,24.28,Organic Soap,17.4,,17.4,UPI,2024-03-09 14:48:52,Kolkata,Groceries,15.0,Delivered,5.0,,New,
TXN-2745,Mary Knight,chapmanjulie@green.com,877.13,T-shirt,195.06,4.0,780.24,Credit Card,2025-09-12 11:58:44,Chennai,Fashion,,Pending,1.0,Yes,Loyal,Yes
TXN-2746,Rachael Lee,erin70@davidson-hahn.com,1859.56,Perfume,459.59,4.0,1838.36,Debit Card,2025-08-22 09:59:29,Bangalore,Beauty,5.0,Pending,,Yes,Premium,
TXN-2747,Jessica Carney,fraziersteven@yahoo.com,3503.4,Curtains,685.83,5.0,3429.15,UPI,2024-12-03 23:15:31,Pune,Home Decor,0.0,Cancelled,,,Loyal,Yes
TXN-2748,Stacey Walker,upatel@gmail.com,526.29,Toy Car,516.36,,516.36,UPI,2024-08-28 13:40:12,Hyderabad,Baby Products,30.0,Cancelled,1.0,,,No
TXN-2749,Brad Armstrong,tiffanycoleman@stark.com,384.52,Detergent,295.56,1.0,295.56,Debit Card,2024-07-10 22:04:59,Mumbai,Household,20.0,,5.0,No,New,Yes
TXN-2750,Mark Davis,lmorton@hotmail.com,252.35,Sunglasses,163.74,1.0,163.74,Credit Card,2025-10-24 11:41:16,Pune,Accessories,30.0,Delivered,2.0,Yes,Premium,No
TXN-2751,David Rodriguez,marissa58@harding.org,73.84,Hair Serum,59.65,,59.65,Cash,2024-10-03 19:40:23,Hyderabad,Beauty,0.0,Cancelled,3.0,Yes,Regular,No
TXN-2752,Lori Riley,rangelnicholas@brown.info,850.51,Jacket,767.45,1.0,767.45,PayPal,2023-12-10 18:13:44,Pune,Fashion,5.0,,1.0,,Loyal,
TXN-2753,Mark Jones,phillipspatrick@williamson.com,169.66,LED Lamp,77.57,1.0,77.57,Cash,2025-08-30 17:52:53,Kolkata,Furniture,5.0,Pending,1.0,No,Regular,No
TXN-2754,Mary Smith,npope@hotmail.com,519.36,Candles Set,504.69,1.0,504.69,Credit Card,2024-01-15 20:50:54,,Home Decor,0.0,Cancelled,4.0,No,Regular,
TXN-2755,Timothy Logan,briana11@gmail.com,1050.61,Baby Stroller,194.16,5.0,970.8,PayPal,2025-02-02 11:45:33,Mumbai,Baby Products,,,4.0,No,,
TXN-2756,Leslie Randall,michael79@lopez-taylor.com,357.68,Air Conditioner,278.3,,278.3,Cash,2023-12-15 04:31:42,,Home Appliances,25.0,Pending,1.0,Yes,Regular,
TXN-2757,Kevin Palmer,brandy82@gmail.com,1047.68,Vacuum Cleaner,478.38,2.0,956.76,Debit Card,2024-10-27 21:26:54,,Home Appliances,20.0,Cancelled,4.0,No,,No
TXN-2758,Grant Wood,brianhunter@trevino.com,212.84,Dumbbell Set,202.09,1.0,202.09,UPI,2025-03-09 17:41:52,Hyderabad,Sportswear,25.0,Cancelled,5.0,,Premium,Yes
TXN-2759,Rachel Peterson,vgreene@hotmail.com,794.2,Pasta Pack,253.85,3.0,761.55,Credit Card,2025-01-10 21:42:08,,Groceries,10.0,Delivered,2.0,,,Yes
TXN-2760,Lisa Barnes,gibsonkristina@crawford.com,629.07,Toy Car,281.61,2.0,563.22,Debit Card,2025-04-19 15:27:32,Delhi,Baby Products,25.0,Pending,,No,Loyal,
TXN-2761,Marcus Allen,lharris@gmail.com,1416.78,Power Bank,271.6,5.0,1358.0,UPI,2024-08-06 00:17:34,Chennai,Electronics,30.0,Cancelled,2.0,Yes,Loyal,Yes
TXN-2762,Hunter Spencer,scott95@hester.com,249.01,Detergent,183.33,1.0,183.33,,2024-06-05 20:54:55,Pune,Household,,Pending,2.0,No,New,
TXN-2763,Stephen Higgins,gregorysmith@yahoo.com,427.88,Handbag,172.2,2.0,344.4,Credit Card,2025-10-05 12:37:04,Kolkata,Accessories,0.0,Delivered,3.0,Yes,,Yes
TXN-2764,Ronald Taylor,sharon47@wood.com,544.1,Ergonomic Chair,239.56,2.0,479.12,UPI,2024-12-11 11:31:02,Mumbai,Furniture,0.0,Pending,2.0,No,Premium,
TXN-2765,Yolanda Keith,thomassandra@lee.com,1819.16,Sneakers,577.88,3.0,1733.64,Debit Card,2024-07-02 03:56:19,Bangalore,Fashion,15.0,Delivered,2.0,No,Regular,Yes
TXN-2766,Vanessa Sanchez,melissaphillips@murphy.com,198.22,Keyboard,118.42,,118.42,Credit Card,2025-09-06 04:01:20,Kolkata,Electronics,15.0,Cancelled,,Yes,New,No
TXN-2767,Jordan Silva,jessicamueller@hotmail.com,824.67,Router,145.37,5.0,726.85,PayPal,2025-02-17 19:12:19,Hyderabad,Electronics,5.0,,2.0,Yes,Premium,Yes
TXN-2768,Jordan Potter,,961.52,Broom,308.77,3.0,926.31,Cash,2025-05-04 14:36:32,Pune,Household,0.0,Pending,5.0,No,Premium,No
TXN-2769,Michael Baldwin,zadams@hotmail.com,244.13,Jacket,52.07,3.0,156.21,PayPal,2025-10-13 17:01:41,Jaipur,Fashion,15.0,Delivered,4.0,,,Yes
TXN-2770,Marie Clark,zroy@torres.org,488.16,Running Shoes,411.8,,411.8,UPI,2024-02-28 07:29:07,Jaipur,Sportswear,,Pending,3.0,,New,
TXN-2771,Jacqueline Pierce,phillipsapril@silva.net,1617.21,Power Bank,391.8,4.0,1567.2,PayPal,2025-02-22 15:30:56,Hyderabad,Electronics,0.0,Pending,2.0,Yes,Loyal,Yes
TXN-2772,Jerry Reynolds,ystewart@gmail.com,820.19,Sunglasses,182.69,4.0,730.76,PayPal,2024-03-16 16:14:20,Bangalore,Accessories,25.0,Cancelled,5.0,Yes,Premium,Yes
TXN-2773,Derek Jones,megan88@miller.com,1110.35,Lipstick,361.16,3.0,1083.48,Credit Card,2023-12-23 14:55:36,Jaipur,Beauty,25.0,,4.0,No,Loyal,No
TXN-2774,Joshua Cook,kevin43@hotmail.com,1967.62,Wrist Watch,645.56,3.0,1936.68,Credit Card,2025-02-09 08:54:06,Bangalore,Accessories,,Pending,3.0,,Regular,No
TXN-2775,Dr. Nicole Singh DVM,juan56@underwood-todd.com,1267.07,Coffee Maker,242.67,5.0,1213.35,,2024-10-29 19:40:59,Delhi,Home Appliances,20.0,Pending,1.0,Yes,Regular,
TXN-2776,Virginia Lynn,jeremycurry@yahoo.com,1347.76,Wireless Mouse,441.36,3.0,1324.08,UPI,2024-04-27 17:48:25,Chennai,Electronics,20.0,Cancelled,2.0,,,Yes
TXN-2777,Rachel Todd,latoya53@yahoo.com,808.94,Broom,730.78,1.0,730.78,UPI,2025-06-18 09:10:28,Kolkata,Household,30.0,,5.0,,Regular,No
TXN-2778,Jennifer Gonzales,don24@smith.com,917.2,Smartphone,414.99,2.0,829.98,Debit Card,2024-04-21 08:20:28,Pune,Electronics,15.0,,2.0,,,
TXN-2779,Michael Powell,brenda90@gmail.com,2360.48,Olive Oil,580.78,4.0,2323.12,Credit Card,2024-02-25 13:54:12,Kolkata,Groceries,15.0,,,No,Premium,No
TXN-2780,Wendy Carroll,zharris@gmail.com,724.43,Organic Soap,683.83,1.0,683.83,PayPal,2024-12-17 08:31:03,Bangalore,Groceries,20.0,Delivered,4.0,,New,No
TXN-2781,John Murphy,christopher18@gmail.com,417.63,T-shirt,341.13,,341.13,,2023-11-23 02:31:01,,Fashion,20.0,Cancelled,5.0,Yes,,Yes
TXN-2782,Lindsey Johnson,pruittpaul@hall.net,453.24,Office Desk,131.42,3.0,394.26,PayPal,2023-12-22 13:24:08,Hyderabad,Furniture,30.0,Pending,4.0,Yes,,No
TXN-2783,Jacob Smith,hmyers@gmail.com,1214.31,Yoga Mat,385.07,3.0,1155.21,Cash,2024-12-18 21:06:00,Chennai,Sportswear,5.0,Pending,,,,Yes
TXN-2784,Patrick Price,monicacollins@ortega.com,3366.02,Wireless Mouse,662.92,5.0,3314.6,Debit Card,2025-01-27 12:32:05,,Electronics,5.0,,3.0,Yes,Premium,No
TXN-2785,Mitchell Stevens,rittersean@jacobs-wright.com,1707.54,Router,424.27,4.0,1697.08,PayPal,2025-10-05 06:09:37,Mumbai,Electronics,10.0,Cancelled,4.0,No,Premium,Yes
TXN-2786,Katherine Ford,robertsnicole@reed-kirby.com,1810.8,Office Desk,433.8,4.0,1735.2,Cash,2024-08-27 23:20:38,Pune,Furniture,10.0,Pending,3.0,No,Loyal,Yes
TXN-2787,Rhonda Thompson,rachelquinn@cruz-hopkins.org,1453.77,Cushion Cover,464.32,3.0,1392.96,PayPal,2024-01-11 09:46:37,Jaipur,Home Decor,20.0,Pending,1.0,Yes,Loyal,Yes
TXN-2788,Tracy Allen,nicole84@hendricks.com,1030.62,Sunglasses,487.83,2.0,975.66,PayPal,2025-10-04 00:58:00,Jaipur,Accessories,,,5.0,Yes,Regular,No
TXN-2789,Willie Tran DVM,gordonkimberly@hayes-king.net,2861.9,Smartphone,705.99,4.0,2823.96,,2023-12-02 20:57:03,Chennai,Electronics,30.0,Pending,4.0,Yes,Premium,
TXN-2790,Benjamin Neal,zcooper@gmail.com,394.11,Toy Car,371.68,,371.68,PayPal,2024-09-01 07:26:11,Delhi,Baby Products,30.0,Delivered,2.0,Yes,New,
TXN-2791,David Fletcher,ellen77@jones-kelley.com,311.9,Broom,240.59,1.0,240.59,,2025-05-05 11:00:54,Pune,Household,,,,Yes,New,Yes
TXN-2792,Brenda Hoover,marylawson@phillips.biz,1269.37,Air Conditioner,408.47,3.0,1225.41,Debit Card,2024-03-08 01:05:22,,Home Appliances,,Delivered,4.0,Yes,Regular,
TXN-2793,Phillip Byrd,nhoward@johnson.com,2216.17,Power Bank,543.74,4.0,2174.96,,2025-08-08 22:24:09,,Electronics,15.0,,1.0,Yes,New,Yes
TXN-2794,Kelly Bates,cvaughn@george.biz,317.52,Office Desk,268.42,,268.42,Cash,2025-06-16 00:56:13,Delhi,Furniture,5.0,,,No,Premium,
TXN-2795,David Kerr,smithanthony@rogers.com,1434.32,Perfume,674.83,2.0,1349.66,PayPal,2024-04-17 12:34:25,Delhi,Beauty,10.0,Cancelled,1.0,,Loyal,Yes
TXN-2796,Anne Conley,bradleyhunt@morris-sims.org,609.75,Vacuum Cleaner,540.4,1.0,540.4,Debit Card,2024-04-07 01:52:29,Jaipur,Home Appliances,25.0,Pending,2.0,,Regular,
TXN-2797,Jennifer Patterson,danielmorris@morales.com,190.31,Broom,180.77,,180.77,,2024-08-26 11:51:22,,Household,5.0,,,No,Loyal,Yes
TXN-2798,Daniel Barrett,bradley36@yahoo.com,132.64,Cushion Cover,13.69,4.0,54.76,Debit Card,2025-06-16 08:58:09,Kolkata,Home Decor,15.0,Pending,1.0,Yes,Loyal,Yes
TXN-2799,Victoria Garcia,,622.24,4K Smart TV,276.32,2.0,552.64,Credit Card,2024-07-13 02:41:14,,Electronics,5.0,,,Yes,Regular,No
TXN-2800,Philip Watts,rogerscharlotte@hotmail.com,320.86,Dish Soap,95.07,3.0,285.21,,2024-10-11 21:12:33,Pune,Household,15.0,,4.0,Yes,Premium,Yes
TXN-2801,Martin Hall,,589.82,Air Conditioner,291.7,2.0,583.4,,2025-06-08 08:58:29,Kolkata,Home Appliances,0.0,,2.0,No,Premium,Yes
TXN-2802,Bobby Taylor,james63@hotmail.com,718.19,Router,653.92,,653.92,Credit Card,2023-11-27 15:31:24,Delhi,Electronics,15.0,,3.0,,Loyal,Yes
